sensor_id,city,zone,pm25,pm10,co2,temperature,humidity,wind_speed,aqi,severity,recorded_at
PKS_PEW_RES_02,Peshawar,Residential,31,92,439,31,53,46,31,GOOD,2026-07-13 08:03:57.185430
PKS_MUL_TRF_01,Multan,Traffic,63,122,550,38,46,47,63,MODERATE,2026-07-13 08:03:57.192446
PKS_MUL_PRK_02,Multan,Park,8,53,405,34,90,2,8,GOOD,2026-07-13 08:03:57.198158
PKS_KHI_IND_01,Karachi,Industrial,110,198,877,35,64,55,110,UNHEALTHY,2026-07-13 08:04:08.627065
PKS_KHI_TRF_02,Karachi,Traffic,60,151,674,40,90,8,60,MODERATE,2026-07-13 08:04:08.628511
PKS_LHR_RES_01,Lahore,Residential,50,137,432,37,80,25,50,GOOD,2026-07-13 08:04:08.630012
PKS_LHR_IND_02,Lahore,Industrial,92,139,627,38,65,55,92,MODERATE,2026-07-13 08:04:08.631513
PKS_ISB_PRK_01,Islamabad,Park,9,60,424,30,35,51,9,GOOD,2026-07-13 08:04:08.637197
PKS_ISB_TRF_02,Islamabad,Traffic,63,79,665,30,23,52,63,MODERATE,2026-07-13 08:04:08.640290
PKS_PEW_IND_01,Peshawar,Industrial,89,127,617,40,71,12,89,MODERATE,2026-07-13 08:04:08.642184
PKS_PEW_RES_02,Peshawar,Residential,35,35,451,34,34,37,35,GOOD,2026-07-13 08:04:08.643861
PKS_MUL_TRF_01,Multan,Traffic,68,105,591,36,78,22,68,MODERATE,2026-07-13 08:04:08.645078
PKS_MUL_PRK_02,Multan,Park,17,117,428,33,20,46,17,GOOD,2026-07-13 08:04:08.646364
PKS_KHI_IND_01,Karachi,Industrial,97,147,871,37,54,46,97,MODERATE,2026-07-13 08:04:16.840546
PKS_KHI_TRF_02,Karachi,Traffic,64,150,505,34,37,16,64,MODERATE,2026-07-13 08:04:16.859806
PKS_LHR_RES_01,Lahore,Residential,38,44,463,26,55,25,38,GOOD,2026-07-13 08:04:16.876568
PKS_LHR_IND_02,Lahore,Industrial,114,125,866,39,66,8,114,UNHEALTHY,2026-07-13 08:04:16.889667
PKS_ISB_PRK_01,Islamabad,Park,19,79,426,31,31,29,19,GOOD,2026-07-13 08:04:16.907423
PKS_ISB_TRF_02,Islamabad,Traffic,63,130,605,29,51,34,63,MODERATE,2026-07-13 08:04:17.082514
PKS_PEW_IND_01,Peshawar,Industrial,116,208,624,32,84,50,116,UNHEALTHY,2026-07-13 08:04:17.136962
PKS_PEW_RES_02,Peshawar,Residential,32,57,430,29,80,5,32,GOOD,2026-07-13 08:04:17.332228
PKS_MUL_TRF_01,Multan,Traffic,60,82,628,28,70,21,60,MODERATE,2026-07-13 08:04:17.336013
PKS_MUL_PRK_02,Multan,Park,17,34,408,29,76,45,17,GOOD,2026-07-13 08:04:17.506506
PKS_KHI_IND_01,Karachi,Industrial,104,164,805,38,65,25,104,UNHEALTHY,2026-07-13 08:04:28.314261
PKS_KHI_TRF_02,Karachi,Traffic,58,100,635,36,74,35,58,MODERATE,2026-07-13 08:04:28.315465
PKS_LHR_RES_01,Lahore,Residential,47,126,484,27,73,13,47,GOOD,2026-07-13 08:04:28.316563
PKS_LHR_IND_02,Lahore,Industrial,87,129,801,31,50,54,87,MODERATE,2026-07-13 08:04:28.317725
PKS_ISB_PRK_01,Islamabad,Park,18,70,422,25,34,46,18,GOOD,2026-07-13 08:04:28.318902
PKS_ISB_TRF_02,Islamabad,Traffic,65,105,580,32,72,27,65,MODERATE,2026-07-13 08:04:28.321288
PKS_PEW_IND_01,Peshawar,Industrial,102,195,803,33,27,16,102,UNHEALTHY,2026-07-13 08:04:28.322588
PKS_PEW_RES_02,Peshawar,Residential,40,130,436,25,87,29,40,GOOD,2026-07-13 08:04:28.323783
PKS_MUL_TRF_01,Multan,Traffic,66,131,613,39,72,0,66,MODERATE,2026-07-13 08:04:28.325472
PKS_MUL_PRK_02,Multan,Park,15,60,417,26,65,23,15,GOOD,2026-07-13 08:04:28.327498
PKS_KHI_IND_01,Karachi,Industrial,112,141,782,39,57,19,112,UNHEALTHY,2026-07-13 08:04:37.164401
PKS_KHI_TRF_02,Karachi,Traffic,63,126,605,28,57,43,63,MODERATE,2026-07-13 08:04:37.310446
PKS_LHR_RES_01,Lahore,Residential,45,72,490,25,25,53,45,GOOD,2026-07-13 08:04:37.349953
PKS_LHR_IND_02,Lahore,Industrial,114,179,888,41,72,33,114,UNHEALTHY,2026-07-13 08:04:37.358159
PKS_ISB_PRK_01,Islamabad,Park,9,73,427,22,54,0,9,GOOD,2026-07-13 08:04:37.388948
PKS_ISB_TRF_02,Islamabad,Traffic,63,113,593,40,30,5,63,MODERATE,2026-07-13 08:04:37.405018
PKS_PEW_IND_01,Peshawar,Industrial,101,103,818,30,51,43,101,UNHEALTHY,2026-07-13 08:04:37.412369
PKS_PEW_RES_02,Peshawar,Residential,47,72,497,32,33,13,47,GOOD,2026-07-13 08:04:37.417036
PKS_MUL_TRF_01,Multan,Traffic,61,70,623,30,45,47,61,MODERATE,2026-07-13 08:04:37.419071
PKS_MUL_PRK_02,Multan,Park,10,97,428,22,69,50,10,GOOD,2026-07-13 08:04:37.424337
PKS_KHI_IND_01,Karachi,Industrial,118,184,709,34,72,2,118,UNHEALTHY,2026-07-13 08:04:47.423430
PKS_KHI_TRF_02,Karachi,Traffic,74,152,581,39,41,20,74,MODERATE,2026-07-13 08:04:47.433224
PKS_LHR_RES_01,Lahore,Residential,27,45,434,25,30,32,27,GOOD,2026-07-13 08:04:47.443514
PKS_LHR_IND_02,Lahore,Industrial,115,118,681,33,59,6,115,UNHEALTHY,2026-07-13 08:04:47.458316
PKS_ISB_PRK_01,Islamabad,Park,17,28,402,31,22,51,17,GOOD,2026-07-13 08:04:47.465568
PKS_ISB_TRF_02,Islamabad,Traffic,73,135,661,30,26,46,73,MODERATE,2026-07-13 08:04:47.472234
PKS_PEW_IND_01,Peshawar,Industrial,114,115,633,39,23,46,114,UNHEALTHY,2026-07-13 08:04:47.479119
PKS_PEW_RES_02,Peshawar,Residential,34,128,473,33,47,0,34,GOOD,2026-07-13 08:04:47.485515
PKS_MUL_TRF_01,Multan,Traffic,57,107,503,30,76,60,57,MODERATE,2026-07-13 08:04:47.494453
PKS_MUL_PRK_02,Multan,Park,10,75,427,28,33,28,10,GOOD,2026-07-13 08:04:47.500818
PKS_KHI_IND_01,Karachi,Industrial,114,134,777,39,76,14,114,UNHEALTHY,2026-07-13 08:04:57.734714
PKS_KHI_TRF_02,Karachi,Traffic,64,122,666,33,85,54,64,MODERATE,2026-07-13 08:04:57.735800
PKS_LHR_RES_01,Lahore,Residential,49,93,460,38,46,5,49,GOOD,2026-07-13 08:04:57.736918
PKS_LHR_IND_02,Lahore,Industrial,115,149,705,32,77,37,115,UNHEALTHY,2026-07-13 08:04:57.738021
PKS_ISB_PRK_01,Islamabad,Park,14,94,403,24,46,34,14,GOOD,2026-07-13 08:04:57.739248
PKS_ISB_TRF_02,Islamabad,Traffic,56,115,534,38,33,16,56,MODERATE,2026-07-13 08:04:57.742523
PKS_PEW_IND_01,Peshawar,Industrial,89,182,692,32,56,2,89,MODERATE,2026-07-13 08:04:57.743577
PKS_PEW_RES_02,Peshawar,Residential,26,83,421,38,67,9,26,GOOD,2026-07-13 08:04:57.745686
PKS_MUL_TRF_01,Multan,Traffic,63,146,617,28,67,8,63,MODERATE,2026-07-13 08:04:57.748069
PKS_MUL_PRK_02,Multan,Park,12,101,402,31,58,53,12,GOOD,2026-07-13 08:04:57.749320
PKS_KHI_IND_01,Karachi,Industrial,114,209,623,38,59,8,114,UNHEALTHY,2026-07-13 08:05:07.006098
PKS_KHI_TRF_02,Karachi,Traffic,72,92,645,35,76,14,72,MODERATE,2026-07-13 08:05:07.008218
PKS_LHR_RES_01,Lahore,Residential,37,69,439,29,85,5,37,GOOD,2026-07-13 08:05:07.010050
PKS_LHR_IND_02,Lahore,Industrial,103,147,777,32,77,28,103,UNHEALTHY,2026-07-13 08:05:07.013207
PKS_ISB_PRK_01,Islamabad,Park,10,13,429,22,89,39,10,GOOD,2026-07-13 08:05:07.015074
PKS_ISB_TRF_02,Islamabad,Traffic,69,136,613,31,87,46,69,MODERATE,2026-07-13 08:05:07.017421
PKS_PEW_IND_01,Peshawar,Industrial,109,199,626,31,41,58,109,UNHEALTHY,2026-07-13 08:05:07.019727
PKS_PEW_RES_02,Peshawar,Residential,29,119,471,32,84,40,29,GOOD,2026-07-13 08:05:07.022877
PKS_MUL_TRF_01,Multan,Traffic,72,164,581,30,65,60,72,MODERATE,2026-07-13 08:05:07.024779
PKS_MUL_PRK_02,Multan,Park,16,49,403,25,62,34,16,GOOD,2026-07-13 08:05:07.026933
PKS_KHI_IND_01,Karachi,Industrial,112,117,755,31,28,36,112,UNHEALTHY,2026-07-13 08:05:17.305092
PKS_KHI_TRF_02,Karachi,Traffic,71,89,649,28,81,26,71,MODERATE,2026-07-13 08:05:17.305972
PKS_LHR_RES_01,Lahore,Residential,31,86,424,27,83,46,31,GOOD,2026-07-13 08:05:17.307002
PKS_LHR_IND_02,Lahore,Industrial,114,177,895,38,42,14,114,UNHEALTHY,2026-07-13 08:05:17.308227
PKS_ISB_PRK_01,Islamabad,Park,17,114,402,29,86,9,17,GOOD,2026-07-13 08:05:17.309723
PKS_ISB_TRF_02,Islamabad,Traffic,71,88,514,31,88,39,71,MODERATE,2026-07-13 08:05:17.312796
PKS_PEW_IND_01,Peshawar,Industrial,101,153,714,32,66,1,101,UNHEALTHY,2026-07-13 08:05:17.315337
PKS_PEW_RES_02,Peshawar,Residential,43,119,432,34,65,14,43,GOOD,2026-07-13 08:05:17.319735
PKS_MUL_TRF_01,Multan,Traffic,74,155,680,28,47,53,74,MODERATE,2026-07-13 08:05:17.322534
PKS_MUL_PRK_02,Multan,Park,14,103,402,35,59,14,14,GOOD,2026-07-13 08:05:17.324768
PKS_KHI_IND_01,Karachi,Industrial,108,203,803,42,45,32,108,UNHEALTHY,2026-07-13 08:05:25.764795
PKS_KHI_TRF_02,Karachi,Traffic,70,144,631,33,20,39,70,MODERATE,2026-07-13 08:05:25.961023
PKS_LHR_RES_01,Lahore,Residential,49,114,496,26,53,36,49,GOOD,2026-07-13 08:05:26.296166
PKS_LHR_IND_02,Lahore,Industrial,120,128,774,42,30,24,120,UNHEALTHY,2026-07-13 08:05:26.341599
PKS_ISB_PRK_01,Islamabad,Park,8,95,426,25,75,46,8,GOOD,2026-07-13 08:05:26.363765
PKS_ISB_TRF_02,Islamabad,Traffic,72,97,601,32,88,13,72,MODERATE,2026-07-13 08:05:26.386997
PKS_PEW_IND_01,Peshawar,Industrial,81,91,740,33,85,13,81,MODERATE,2026-07-13 08:05:26.395846
PKS_PEW_RES_02,Peshawar,Residential,40,62,424,28,30,3,40,GOOD,2026-07-13 08:05:26.404066
PKS_MUL_TRF_01,Multan,Traffic,71,73,626,40,57,41,71,MODERATE,2026-07-13 08:05:26.411785
PKS_MUL_PRK_02,Multan,Park,16,67,417,33,52,15,16,GOOD,2026-07-13 08:05:26.415921
PKS_KHI_IND_01,Karachi,Industrial,97,136,672,32,75,44,97,MODERATE,2026-07-13 08:05:38.610934
PKS_KHI_TRF_02,Karachi,Traffic,78,93,657,40,72,51,78,MODERATE,2026-07-13 08:05:38.612132
PKS_LHR_RES_01,Lahore,Residential,27,123,474,31,59,24,27,GOOD,2026-07-13 08:05:38.613359
PKS_LHR_IND_02,Lahore,Industrial,118,146,631,33,64,41,118,UNHEALTHY,2026-07-13 08:05:38.614617
PKS_ISB_PRK_01,Islamabad,Park,15,106,428,25,89,3,15,GOOD,2026-07-13 08:05:38.615920
PKS_ISB_TRF_02,Islamabad,Traffic,55,99,641,38,71,3,55,MODERATE,2026-07-13 08:05:38.619043
PKS_PEW_IND_01,Peshawar,Industrial,108,151,796,36,73,30,108,UNHEALTHY,2026-07-13 08:05:38.620253
PKS_PEW_RES_02,Peshawar,Residential,50,95,488,32,84,47,50,GOOD,2026-07-13 08:05:38.622061
PKS_MUL_TRF_01,Multan,Traffic,58,125,526,34,53,45,58,MODERATE,2026-07-13 08:05:38.623934
PKS_MUL_PRK_02,Multan,Park,11,92,413,30,25,12,11,GOOD,2026-07-13 08:05:38.625139
PKS_KHI_IND_01,Karachi,Industrial,117,139,848,30,48,48,117,UNHEALTHY,2026-07-13 08:05:46.562804
PKS_KHI_TRF_02,Karachi,Traffic,57,90,627,36,54,13,57,MODERATE,2026-07-13 08:05:46.565602
PKS_LHR_RES_01,Lahore,Residential,28,56,464,28,28,31,28,GOOD,2026-07-13 08:05:46.568639
PKS_LHR_IND_02,Lahore,Industrial,119,201,774,39,47,45,119,UNHEALTHY,2026-07-13 08:05:46.576060
PKS_ISB_PRK_01,Islamabad,Park,8,102,410,26,46,53,8,GOOD,2026-07-13 08:05:46.581316
PKS_ISB_TRF_02,Islamabad,Traffic,57,128,656,31,70,35,57,MODERATE,2026-07-13 08:05:46.585892
PKS_PEW_IND_01,Peshawar,Industrial,97,184,778,32,70,3,97,MODERATE,2026-07-13 08:05:46.594896
PKS_PEW_RES_02,Peshawar,Residential,31,59,488,36,45,48,31,GOOD,2026-07-13 08:05:46.600843
PKS_MUL_TRF_01,Multan,Traffic,70,168,642,30,56,23,70,MODERATE,2026-07-13 08:05:46.603240
PKS_MUL_PRK_02,Multan,Park,9,23,424,31,72,17,9,GOOD,2026-07-13 08:05:46.616951
PKS_KHI_IND_01,Karachi,Industrial,105,110,851,30,38,8,105,UNHEALTHY,2026-07-13 08:05:58.245013
PKS_KHI_TRF_02,Karachi,Traffic,73,128,526,32,70,12,73,MODERATE,2026-07-13 08:05:58.247832
PKS_LHR_RES_01,Lahore,Residential,42,71,422,26,81,31,42,GOOD,2026-07-13 08:05:58.250012
PKS_LHR_IND_02,Lahore,Industrial,82,95,657,37,67,58,82,MODERATE,2026-07-13 08:05:58.252394
PKS_ISB_PRK_01,Islamabad,Park,15,91,425,23,30,0,15,GOOD,2026-07-13 08:05:58.253573
PKS_ISB_TRF_02,Islamabad,Traffic,57,68,685,35,78,25,57,MODERATE,2026-07-13 08:05:58.255886
PKS_PEW_IND_01,Peshawar,Industrial,117,149,790,30,24,60,117,UNHEALTHY,2026-07-13 08:05:58.257571
PKS_PEW_RES_02,Peshawar,Residential,32,78,460,38,85,41,32,GOOD,2026-07-13 08:05:58.259023
PKS_MUL_TRF_01,Multan,Traffic,75,148,604,28,85,14,75,MODERATE,2026-07-13 08:05:58.260208
PKS_MUL_PRK_02,Multan,Park,17,50,421,27,26,5,17,GOOD,2026-07-13 08:05:58.263870
PKS_KHI_IND_01,Karachi,Industrial,98,176,737,39,83,58,98,MODERATE,2026-07-13 08:06:07.155062
PKS_KHI_TRF_02,Karachi,Traffic,77,95,581,33,41,16,77,MODERATE,2026-07-13 08:06:07.156290
PKS_LHR_RES_01,Lahore,Residential,26,72,454,37,45,34,26,GOOD,2026-07-13 08:06:07.157459
PKS_LHR_IND_02,Lahore,Industrial,87,170,601,38,43,47,87,MODERATE,2026-07-13 08:06:07.158705
PKS_ISB_PRK_01,Islamabad,Park,8,80,411,32,33,24,8,GOOD,2026-07-13 08:06:07.160077
PKS_ISB_TRF_02,Islamabad,Traffic,74,141,552,32,52,17,74,MODERATE,2026-07-13 08:06:07.162642
PKS_PEW_IND_01,Peshawar,Industrial,90,157,828,39,65,2,90,MODERATE,2026-07-13 08:06:07.163872
PKS_PEW_RES_02,Peshawar,Residential,35,105,477,33,89,50,35,GOOD,2026-07-13 08:06:07.164932
PKS_MUL_TRF_01,Multan,Traffic,79,132,520,30,88,6,79,MODERATE,2026-07-13 08:06:07.166860
PKS_MUL_PRK_02,Multan,Park,20,91,411,23,43,10,20,GOOD,2026-07-13 08:06:07.168520
PKS_KHI_IND_01,Karachi,Industrial,114,149,840,36,70,18,114,UNHEALTHY,2026-07-13 08:06:16.560962
PKS_KHI_TRF_02,Karachi,Traffic,78,106,549,40,73,22,78,MODERATE,2026-07-13 08:06:16.562493
PKS_LHR_RES_01,Lahore,Residential,26,108,456,30,84,5,26,GOOD,2026-07-13 08:06:16.564067
PKS_LHR_IND_02,Lahore,Industrial,119,151,685,36,77,19,119,UNHEALTHY,2026-07-13 08:06:16.567550
PKS_ISB_PRK_01,Islamabad,Park,14,17,423,26,48,59,14,GOOD,2026-07-13 08:06:16.569405
PKS_ISB_TRF_02,Islamabad,Traffic,70,157,621,40,58,52,70,MODERATE,2026-07-13 08:06:16.572833
PKS_PEW_IND_01,Peshawar,Industrial,102,179,774,35,84,33,102,UNHEALTHY,2026-07-13 08:06:16.575997
PKS_PEW_RES_02,Peshawar,Residential,45,112,498,25,35,51,45,GOOD,2026-07-13 08:06:16.578517
PKS_MUL_TRF_01,Multan,Traffic,77,93,636,30,50,50,77,MODERATE,2026-07-13 08:06:16.582889
PKS_MUL_PRK_02,Multan,Park,17,68,419,23,46,47,17,GOOD,2026-07-13 08:06:16.584990
PKS_KHI_IND_01,Karachi,Industrial,87,96,629,34,50,14,87,MODERATE,2026-07-13 08:06:26.433413
PKS_KHI_TRF_02,Karachi,Traffic,74,86,635,35,63,55,74,MODERATE,2026-07-13 08:06:26.434755
PKS_LHR_RES_01,Lahore,Residential,38,132,451,32,90,18,38,GOOD,2026-07-13 08:06:26.435896
PKS_LHR_IND_02,Lahore,Industrial,105,185,832,39,63,48,105,UNHEALTHY,2026-07-13 08:06:26.437238
PKS_ISB_PRK_01,Islamabad,Park,13,62,426,35,53,17,13,GOOD,2026-07-13 08:06:26.439984
PKS_ISB_TRF_02,Islamabad,Traffic,66,107,642,34,31,32,66,MODERATE,2026-07-13 08:06:26.442214
PKS_PEW_IND_01,Peshawar,Industrial,94,147,681,33,21,26,94,MODERATE,2026-07-13 08:06:26.443681
PKS_PEW_RES_02,Peshawar,Residential,32,75,471,35,42,59,32,GOOD,2026-07-13 08:06:26.445521
PKS_MUL_TRF_01,Multan,Traffic,57,73,631,40,32,28,57,MODERATE,2026-07-13 08:06:26.448000
PKS_MUL_PRK_02,Multan,Park,15,58,418,24,32,23,15,GOOD,2026-07-13 08:06:26.449293
PKS_KHI_IND_01,Karachi,Industrial,106,128,609,34,42,52,106,UNHEALTHY,2026-07-13 08:06:35.365557
PKS_KHI_TRF_02,Karachi,Traffic,68,163,543,33,72,15,68,MODERATE,2026-07-13 08:06:35.366864
PKS_LHR_RES_01,Lahore,Residential,50,110,463,27,56,21,50,GOOD,2026-07-13 08:06:35.368191
PKS_LHR_IND_02,Lahore,Industrial,111,138,723,31,89,34,111,UNHEALTHY,2026-07-13 08:06:35.369467
PKS_ISB_PRK_01,Islamabad,Park,11,41,423,33,78,56,11,GOOD,2026-07-13 08:06:35.371389
PKS_ISB_TRF_02,Islamabad,Traffic,67,104,617,32,86,23,67,MODERATE,2026-07-13 08:06:35.373391
PKS_PEW_IND_01,Peshawar,Industrial,103,181,609,39,52,24,103,UNHEALTHY,2026-07-13 08:06:35.374716
PKS_PEW_RES_02,Peshawar,Residential,39,124,486,26,45,5,39,GOOD,2026-07-13 08:06:35.376849
PKS_MUL_TRF_01,Multan,Traffic,64,124,629,38,32,9,64,MODERATE,2026-07-13 08:06:35.378014
PKS_MUL_PRK_02,Multan,Park,18,45,419,27,30,37,18,GOOD,2026-07-13 08:06:35.379731
PKS_KHI_IND_01,Karachi,Industrial,101,160,858,35,37,57,101,UNHEALTHY,2026-07-13 08:06:44.767438
PKS_KHI_TRF_02,Karachi,Traffic,61,114,528,37,71,46,61,MODERATE,2026-07-13 08:06:44.768746
PKS_LHR_RES_01,Lahore,Residential,49,128,489,38,41,37,49,GOOD,2026-07-13 08:06:44.770083
PKS_LHR_IND_02,Lahore,Industrial,115,131,704,38,44,44,115,UNHEALTHY,2026-07-13 08:06:44.771267
PKS_ISB_PRK_01,Islamabad,Park,18,109,425,35,88,0,18,GOOD,2026-07-13 08:06:44.774215
PKS_ISB_TRF_02,Islamabad,Traffic,66,106,696,29,86,11,66,MODERATE,2026-07-13 08:06:44.776243
PKS_PEW_IND_01,Peshawar,Industrial,89,166,865,39,50,8,89,MODERATE,2026-07-13 08:06:44.778998
PKS_PEW_RES_02,Peshawar,Residential,38,71,462,29,64,13,38,GOOD,2026-07-13 08:06:44.780295
PKS_MUL_TRF_01,Multan,Traffic,75,128,675,39,58,53,75,MODERATE,2026-07-13 08:06:44.781762
PKS_MUL_PRK_02,Multan,Park,14,57,408,33,53,13,14,GOOD,2026-07-13 08:06:44.783840
PKS_KHI_IND_01,Karachi,Industrial,110,118,818,31,86,19,110,UNHEALTHY,2026-07-13 08:06:54.036262
PKS_KHI_TRF_02,Karachi,Traffic,75,116,665,32,24,52,75,MODERATE,2026-07-13 08:06:54.056349
PKS_LHR_RES_01,Lahore,Residential,28,93,500,25,70,36,28,GOOD,2026-07-13 08:06:54.088547
PKS_LHR_IND_02,Lahore,Industrial,118,121,707,42,50,19,118,UNHEALTHY,2026-07-13 08:06:54.119638
PKS_ISB_PRK_01,Islamabad,Park,14,19,413,27,87,14,14,GOOD,2026-07-13 08:06:54.125867
PKS_ISB_TRF_02,Islamabad,Traffic,77,110,540,34,41,58,77,MODERATE,2026-07-13 08:06:54.139504
PKS_PEW_IND_01,Peshawar,Industrial,105,113,869,38,45,0,105,UNHEALTHY,2026-07-13 08:06:54.170223
PKS_PEW_RES_02,Peshawar,Residential,50,108,437,27,25,49,50,GOOD,2026-07-13 08:06:54.181066
PKS_MUL_TRF_01,Multan,Traffic,76,152,608,30,51,7,76,MODERATE,2026-07-13 08:06:54.188529
PKS_MUL_PRK_02,Multan,Park,17,80,412,26,85,30,17,GOOD,2026-07-13 08:06:54.191219
PKS_KHI_IND_01,Karachi,Industrial,110,176,658,37,32,47,110,UNHEALTHY,2026-07-13 08:07:04.322367
PKS_KHI_TRF_02,Karachi,Traffic,71,166,512,29,83,0,71,MODERATE,2026-07-13 08:07:04.325180
PKS_LHR_RES_01,Lahore,Residential,40,47,474,33,29,7,40,GOOD,2026-07-13 08:07:04.326511
PKS_LHR_IND_02,Lahore,Industrial,119,155,625,34,37,32,119,UNHEALTHY,2026-07-13 08:07:04.328132
PKS_ISB_PRK_01,Islamabad,Park,8,73,430,25,54,49,8,GOOD,2026-07-13 08:07:04.330044
PKS_ISB_TRF_02,Islamabad,Traffic,66,148,552,28,37,11,66,MODERATE,2026-07-13 08:07:04.331497
PKS_PEW_IND_01,Peshawar,Industrial,85,155,844,39,82,22,85,MODERATE,2026-07-13 08:07:04.333104
PKS_PEW_RES_02,Peshawar,Residential,40,48,431,25,36,29,40,GOOD,2026-07-13 08:07:04.334217
PKS_MUL_TRF_01,Multan,Traffic,75,100,700,40,31,41,75,MODERATE,2026-07-13 08:07:04.336335
PKS_MUL_PRK_02,Multan,Park,17,92,409,24,73,17,17,GOOD,2026-07-13 08:07:04.338007
PKS_KHI_IND_01,Karachi,Industrial,110,129,764,41,65,11,110,UNHEALTHY,2026-07-13 08:07:11.684377
PKS_KHI_TRF_02,Karachi,Traffic,66,99,639,28,26,32,66,MODERATE,2026-07-13 08:07:11.686984
PKS_LHR_RES_01,Lahore,Residential,43,109,421,31,55,23,43,GOOD,2026-07-13 08:07:11.689188
PKS_LHR_IND_02,Lahore,Industrial,117,206,620,37,22,53,117,UNHEALTHY,2026-07-13 08:07:11.697202
PKS_ISB_PRK_01,Islamabad,Park,12,58,404,35,31,21,12,GOOD,2026-07-13 08:07:11.698606
PKS_ISB_TRF_02,Islamabad,Traffic,78,115,589,34,88,28,78,MODERATE,2026-07-13 08:07:11.700002
PKS_PEW_IND_01,Peshawar,Industrial,99,186,717,38,38,11,99,MODERATE,2026-07-13 08:07:11.703204
PKS_PEW_RES_02,Peshawar,Residential,39,79,470,27,45,52,39,GOOD,2026-07-13 08:07:11.705193
PKS_MUL_TRF_01,Multan,Traffic,74,169,515,34,32,19,74,MODERATE,2026-07-13 08:07:11.710455
PKS_MUL_PRK_02,Multan,Park,20,94,408,29,59,48,20,GOOD,2026-07-13 08:07:11.712023
PKS_KHI_IND_01,Karachi,Industrial,101,101,819,37,84,57,101,UNHEALTHY,2026-07-13 08:07:24.314936
PKS_KHI_TRF_02,Karachi,Traffic,73,171,581,31,68,5,73,MODERATE,2026-07-13 08:07:24.323919
PKS_LHR_RES_01,Lahore,Residential,47,82,447,29,54,10,47,GOOD,2026-07-13 08:07:24.337523
PKS_LHR_IND_02,Lahore,Industrial,93,193,700,39,28,24,93,MODERATE,2026-07-13 08:07:24.343307
PKS_ISB_PRK_01,Islamabad,Park,11,49,429,31,72,54,11,GOOD,2026-07-13 08:07:24.350417
PKS_ISB_TRF_02,Islamabad,Traffic,61,128,604,29,86,23,61,MODERATE,2026-07-13 08:07:24.354119
PKS_PEW_IND_01,Peshawar,Industrial,105,135,681,30,61,27,105,UNHEALTHY,2026-07-13 08:07:24.363422
PKS_PEW_RES_02,Peshawar,Residential,44,64,471,28,52,50,44,GOOD,2026-07-13 08:07:24.366145
PKS_MUL_TRF_01,Multan,Traffic,68,72,559,32,30,17,68,MODERATE,2026-07-13 08:07:24.368121
PKS_MUL_PRK_02,Multan,Park,12,38,402,26,73,10,12,GOOD,2026-07-13 08:07:24.371223
PKS_KHI_IND_01,Karachi,Industrial,96,128,768,39,27,53,96,MODERATE,2026-07-13 08:07:30.125875
PKS_KHI_TRF_02,Karachi,Traffic,55,140,594,38,37,15,55,MODERATE,2026-07-13 08:07:30.190360
PKS_LHR_RES_01,Lahore,Residential,45,124,422,32,63,4,45,GOOD,2026-07-13 08:07:30.259941
PKS_LHR_IND_02,Lahore,Industrial,84,140,781,32,44,11,84,MODERATE,2026-07-13 08:07:30.398043
PKS_ISB_PRK_01,Islamabad,Park,11,22,428,24,22,21,11,GOOD,2026-07-13 08:07:30.462790
PKS_ISB_TRF_02,Islamabad,Traffic,69,75,640,35,26,55,69,MODERATE,2026-07-13 08:07:30.517755
PKS_PEW_IND_01,Peshawar,Industrial,93,172,874,33,76,36,93,MODERATE,2026-07-13 08:07:30.633388
PKS_PEW_RES_02,Peshawar,Residential,47,99,431,31,59,40,47,GOOD,2026-07-13 08:07:30.710648
PKS_MUL_TRF_01,Multan,Traffic,64,113,683,37,56,30,64,MODERATE,2026-07-13 08:07:30.717787
PKS_MUL_PRK_02,Multan,Park,14,107,421,24,23,52,14,GOOD,2026-07-13 08:07:30.726432
PKS_KHI_IND_01,Karachi,Industrial,86,159,714,30,67,5,86,MODERATE,2026-07-13 08:07:46.150560
PKS_KHI_TRF_02,Karachi,Traffic,64,154,593,39,44,58,64,MODERATE,2026-07-13 08:07:46.159998
PKS_LHR_RES_01,Lahore,Residential,33,93,496,38,37,46,33,GOOD,2026-07-13 08:07:46.170494
PKS_LHR_IND_02,Lahore,Industrial,106,167,773,39,65,33,106,UNHEALTHY,2026-07-13 08:07:46.181537
PKS_ISB_PRK_01,Islamabad,Park,15,54,400,27,71,19,15,GOOD,2026-07-13 08:07:46.187229
PKS_ISB_TRF_02,Islamabad,Traffic,64,161,575,38,40,47,64,MODERATE,2026-07-13 08:07:46.190261
PKS_PEW_IND_01,Peshawar,Industrial,111,209,781,39,65,46,111,UNHEALTHY,2026-07-13 08:07:46.195374
PKS_PEW_RES_02,Peshawar,Residential,37,109,459,32,25,41,37,GOOD,2026-07-13 08:07:46.198855
PKS_MUL_TRF_01,Multan,Traffic,73,94,521,35,83,25,73,MODERATE,2026-07-13 08:07:46.204473
PKS_MUL_PRK_02,Multan,Park,20,31,424,30,67,17,20,GOOD,2026-07-13 08:07:46.208269
PKS_KHI_IND_01,Karachi,Industrial,80,118,647,37,84,7,80,MODERATE,2026-07-13 08:07:52.237731
PKS_KHI_TRF_02,Karachi,Traffic,58,101,597,34,81,8,58,MODERATE,2026-07-13 08:07:52.238907
